V01,V02,V03,V04,V05,V06,V07,V08,V09,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,class,target
18.14,5.08,10.50,19.44,12.33,12.01,5.77,18.67,3.41,12.84,23.74,5.76,27.78,15.29,10.47,7.12,7.93,39.76,14.27,3.70,37.61,59.99,13.88,18.81,nan,48.58,14.60,37.09,57.50,10.10,14.04,3.63,27.42,20.29,4.39,11.63,4,0.4106
13.70,3.31,13.91,34.75,nan,16.59,nan,16.09,5.95,nan,23.91,11.74,41.22,11.60,nan,6.87,13.37,62.59,9.56,5.67,37.81,36.55,15.20,16.38,2.79,52.89,14.10,36.43,63.35,16.24,21.85,4.65,46.33,34.09,13.16,6.38,4,0.4643
9.48,5.04,11.75,32.02,5.14,nan,3.48,16.58,6.04,9.11,22.54,7.85,29.22,12.69,8.27,9.33,12.92,52.68,11.78,4.14,34.86,41.38,nan,15.47,4.17,40.62,9.87,38.39,68.57,11.62,18.99,1.31,34.33,30.78,2.92,7.25,4,0.4036
17.94,nan,8.78,35.76,11.65,8.23,3.52,14.65,2.41,8.08,11.00,16.56,40.45,11.67,13.84,12.78,17.14,30.77,6.00,5.35,40.36,55.02,10.49,11.31,5.83,40.23,10.91,31.58,45.97,14.29,9.24,2.83,16.29,34.51,2.36,5.66,2,0.3880
12.71,3.62,11.68,44.26,15.44,3.48,2.62,11.27,2.67,10.08,5.77,20.59,31.90,6.40,8.50,7.59,nan,25.27,13.52,2.94,41.82,56.61,11.67,11.97,1.04,43.77,nan,22.07,31.27,14.13,10.05,3.42,48.13,38.07,9.85,10.83,5,0.4096
11.16,5.20,6.85,23.12,7.81,nan,3.26,13.36,4.88,10.85,6.44,13.40,20.18,3.35,13.11,5.67,9.61,19.69,20.38,6.33,34.65,59.79,12.58,10.12,2.70,37.64,13.29,46.44,44.95,11.99,13.54,1.58,48.17,10.20,8.25,14.94,1,0.3800
8.94,5.12,13.77,21.02,5.00,14.37,2.11,12.36,3.48,12.03,15.69,13.22,22.73,11.34,9.67,5.55,11.15,42.46,12.25,2.66,22.95,62.33,14.58,20.56,4.76,26.39,11.89,28.56,44.08,13.81,6.86,3.12,31.84,40.33,10.17,7.47,4,0.3704
15.28,3.26,12.84,21.71,nan,14.94,2.92,9.06,nan,8.87,14.78,13.73,39.00,11.74,8.76,11.18,18.23,37.46,14.29,2.32,38.66,35.44,15.99,17.15,3.14,38.15,16.14,31.96,49.32,15.67,16.80,nan,46.25,43.27,12.45,9.59,0,0.4216
12.26,3.62,17.34,45.27,19.37,nan,4.57,nan,4.10,14.80,5.90,22.40,38.57,9.97,15.04,8.26,26.50,31.24,19.51,1.24,61.91,42.95,13.14,11.46,4.46,60.82,13.02,37.32,16.33,nan,21.84,5.70,63.54,24.03,10.98,nan,1,0.4708
12.79,2.25,13.14,21.98,7.25,12.98,3.49,11.05,3.02,12.12,13.06,16.87,26.89,4.58,12.00,6.79,13.10,18.88,14.49,5.39,34.37,nan,14.60,12.67,2.86,36.65,17.98,35.48,42.15,12.14,8.39,4.46,38.33,24.83,6.87,9.06,1,0.3769
12.62,5.18,11.12,31.69,9.70,13.25,5.32,16.14,4.36,9.25,21.24,10.65,35.20,14.27,6.65,6.74,10.83,56.25,10.85,3.02,33.01,45.58,15.57,14.96,2.66,43.49,8.05,33.13,66.33,13.70,17.72,3.44,43.66,nan,10.40,9.62,4,0.4296
5.85,1.52,11.87,nan,9.80,nan,nan,5.00,1.69,14.82,20.94,6.90,16.86,6.37,15.42,3.33,14.12,39.70,7.16,5.04,13.32,64.86,14.93,24.29,2.08,15.72,15.87,45.73,58.78,12.98,15.91,2.23,nan,28.93,6.97,10.60,3,0.3487
5.75,3.74,10.24,25.53,10.22,2.76,nan,13.15,3.09,7.63,20.44,7.17,21.50,15.23,15.25,5.93,6.62,28.54,13.73,3.23,26.36,41.22,16.40,13.91,5.11,37.29,20.87,35.10,49.89,12.08,20.08,1.07,61.71,21.15,8.89,16.57,0,0.3854
7.22,3.78,9.84,19.11,5.54,14.18,3.59,11.12,2.19,12.22,12.13,nan,22.39,8.96,5.11,6.12,nan,34.52,15.80,4.84,33.77,47.78,17.95,11.08,3.80,nan,14.45,29.58,38.01,5.90,7.52,2.80,52.66,29.73,11.69,7.93,1,0.3788
11.59,4.54,6.16,35.62,11.45,9.87,3.30,19.35,3.73,10.60,13.06,7.52,27.55,9.09,6.20,10.40,13.01,48.40,14.65,2.32,36.91,60.23,11.16,13.27,3.05,47.69,nan,30.71,55.89,15.20,10.07,4.70,29.55,nan,6.38,5.42,1,0.4039
nan,2.48,10.79,30.37,12.84,11.38,3.46,16.06,3.11,12.27,18.32,13.33,31.02,10.83,4.94,nan,5.63,52.97,15.10,2.57,31.70,51.80,14.14,11.47,3.89,55.60,7.98,31.74,63.45,nan,14.30,3.42,47.23,26.55,10.34,10.91,4,0.4372
14.60,nan,nan,36.83,13.48,4.21,5.29,12.40,2.16,14.51,16.35,17.79,27.24,12.47,10.07,10.21,nan,39.79,16.21,4.22,28.72,50.90,17.02,16.95,4.25,54.09,12.56,21.67,38.76,17.25,12.30,4.60,38.63,32.78,10.79,7.13,2,0.4139
9.26,6.22,12.59,22.08,11.86,12.00,3.18,16.67,4.80,17.48,13.64,nan,27.50,14.59,7.70,nan,10.69,46.19,13.77,3.64,29.20,49.76,15.44,5.51,2.85,52.84,9.88,42.01,49.64,13.16,15.06,nan,53.79,nan,12.03,14.21,4,0.4250
10.28,7.02,15.47,21.38,12.93,14.23,1.93,11.84,1.52,10.73,8.66,17.24,27.07,12.39,11.18,6.57,13.13,31.93,12.71,4.75,43.37,69.56,10.66,14.67,4.52,33.07,10.15,33.08,35.64,9.72,6.15,3.65,38.96,36.85,8.75,7.17,1,0.3955
10.78,3.20,14.10,30.27,9.57,12.90,5.17,13.66,0.20,10.08,8.10,19.24,34.61,7.09,8.87,7.80,14.57,21.64,16.93,3.54,49.61,44.33,14.10,8.29,4.60,43.40,16.38,30.98,38.12,14.40,9.74,nan,55.45,27.78,6.73,nan,1,0.4110
11.86,4.24,8.62,17.79,13.21,18.07,4.73,10.18,4.07,13.06,9.89,28.37,35.65,15.40,12.67,7.02,4.54,40.98,16.50,2.60,nan,38.27,18.71,4.16,2.47,42.43,8.54,42.86,44.00,22.20,8.37,4.18,54.74,18.52,12.77,9.77,5,0.4295
9.34,3.47,8.34,nan,7.79,7.82,4.13,15.30,nan,7.12,nan,13.29,36.66,10.62,7.43,7.19,17.75,56.92,5.31,4.32,14.30,43.29,18.43,17.81,3.92,27.55,4.16,15.60,64.09,18.57,11.61,5.30,27.58,41.50,8.59,7.78,0,0.3804
12.16,4.60,10.28,38.77,10.13,12.31,3.02,13.19,0.97,11.30,16.42,20.84,34.72,6.12,11.20,5.87,14.43,48.09,10.12,6.63,24.81,57.23,13.81,23.56,5.02,27.23,8.05,25.67,45.26,16.69,8.86,nan,20.10,40.46,7.28,nan,2,0.3865
19.43,4.14,9.33,nan,12.40,18.40,3.33,9.03,4.06,4.42,5.82,19.93,56.46,16.23,7.89,6.37,1.15,23.87,5.57,2.39,45.24,nan,19.12,13.11,3.42,19.36,9.03,nan,59.21,19.39,3.69,1.50,35.97,34.01,4.62,13.11,5,0.4132
13.40,1.35,9.15,23.02,7.02,9.56,nan,13.59,2.74,13.18,12.00,17.63,27.28,nan,7.93,9.37,10.78,32.19,20.51,3.49,27.05,51.36,18.70,15.06,2.20,45.68,12.35,27.02,40.48,12.99,10.50,3.70,45.87,nan,11.53,11.51,1,0.3968
8.05,5.59,10.70,48.77,9.94,7.13,4.49,11.92,3.42,7.04,13.67,12.43,25.81,8.85,6.61,1.55,15.17,41.56,16.22,4.74,42.01,54.82,14.38,23.82,3.55,31.15,15.08,19.65,nan,19.38,12.87,3.25,nan,38.73,8.03,nan,0,0.4079
11.79,4.76,14.19,23.79,18.92,8.69,3.25,8.78,3.57,23.12,25.89,10.12,10.37,16.56,7.78,13.19,nan,56.12,15.54,1.86,32.92,60.65,12.43,8.97,3.96,76.42,9.25,49.09,68.51,12.59,18.76,3.51,34.38,16.58,6.38,1.78,0,0.4392
12.17,3.89,8.69,38.58,3.79,3.95,4.44,14.35,4.00,10.08,22.38,10.10,22.46,14.46,6.23,7.98,20.45,55.26,7.57,4.25,13.67,43.16,14.89,16.46,3.79,38.00,10.09,18.88,55.32,17.77,11.95,3.28,28.76,47.10,11.46,6.39,0,0.3709
12.74,3.29,6.61,26.74,10.59,10.83,nan,nan,3.94,12.49,nan,14.95,26.20,10.66,10.71,6.08,14.16,56.98,15.77,4.32,38.22,55.10,8.88,17.75,2.24,44.68,9.96,41.55,39.04,12.35,15.92,0.34,36.66,30.32,12.58,11.82,1,0.4195
9.09,5.40,13.89,31.49,10.53,12.93,2.98,10.81,3.97,11.25,22.72,5.24,30.03,5.11,15.99,6.92,11.07,42.42,7.30,5.23,14.82,56.75,14.73,21.09,3.94,29.33,14.11,41.88,66.16,14.90,19.12,4.06,28.96,27.85,9.60,10.42,3,0.3873
13.37,5.22,17.74,45.42,14.42,17.39,5.24,15.29,4.20,9.77,22.82,8.18,51.22,10.24,8.01,12.47,nan,53.34,2.93,2.40,37.63,38.53,12.95,14.55,3.52,40.71,6.92,32.51,72.59,14.22,nan,3.28,26.66,43.52,nan,8.18,4,0.4392
8.80,3.87,13.33,21.20,6.64,14.27,3.72,13.81,3.78,12.65,5.71,nan,28.63,11.35,10.73,6.66,13.06,nan,13.96,4.23,48.61,50.64,12.40,5.70,4.97,39.66,14.37,43.28,32.94,8.55,10.33,2.54,52.41,24.76,6.63,8.19,1,0.3984
9.02,2.84,10.41,27.41,11.95,7.97,4.07,13.65,3.77,9.30,11.77,14.00,22.88,15.24,7.85,8.33,18.13,40.95,18.50,4.47,49.04,49.61,12.18,16.04,1.83,44.79,13.90,29.72,35.06,7.65,14.94,2.33,54.20,35.65,10.19,7.03,1,0.4165
15.97,nan,19.61,29.67,9.40,11.89,2.24,19.49,2.09,10.76,19.16,6.35,31.64,7.77,15.19,11.27,21.64,25.97,10.89,4.16,20.61,66.17,11.84,21.55,2.11,32.13,nan,18.36,41.00,12.73,4.16,1.68,7.60,43.09,5.23,8.43,2,0.3563
10.11,5.55,9.20,47.38,14.10,9.84,3.74,14.22,2.63,10.59,14.23,18.46,30.13,6.32,6.08,2.71,17.06,44.95,14.10,4.64,47.18,50.18,13.05,13.87,3.47,43.28,11.02,30.83,50.60,14.44,13.71,3.77,47.87,26.50,7.33,7.86,4,0.4263
11.80,2.44,12.97,25.42,7.23,13.31,3.06,9.83,3.10,11.83,15.40,24.02,27.72,12.96,2.83,5.66,13.12,40.62,16.70,3.76,42.47,50.07,16.85,18.24,3.91,39.89,12.74,21.64,40.85,9.64,8.39,5.05,47.47,nan,7.86,7.15,1,0.4105
12.95,5.91,9.21,41.23,17.16,3.77,3.72,10.08,nan,16.84,12.09,24.55,32.44,11.16,7.75,7.48,9.06,47.68,10.08,6.11,31.57,70.13,13.96,23.81,2.62,49.46,15.16,22.84,31.03,12.79,12.20,3.70,33.52,39.43,8.00,nan,5,0.4290
8.78,2.84,9.33,44.84,nan,4.16,nan,10.42,4.21,11.96,12.28,27.03,31.24,8.93,6.49,10.02,18.88,54.56,8.39,4.45,39.79,nan,7.51,10.12,4.76,54.99,13.82,25.83,35.99,18.14,13.01,3.41,nan,48.99,11.72,8.21,5,0.4364
9.31,3.95,12.57,28.69,12.84,8.25,2.47,11.26,3.31,10.67,17.23,10.85,18.48,15.77,13.53,6.81,19.56,42.01,9.61,5.27,32.26,58.82,11.14,15.28,0.44,32.95,9.73,34.88,45.41,11.05,11.81,4.09,32.38,36.69,9.21,5.83,1,0.3762
8.89,3.86,5.56,29.06,16.58,15.32,4.88,12.51,3.71,9.45,4.99,28.03,41.08,13.16,15.71,6.92,2.91,46.63,8.88,5.43,46.48,59.39,12.77,10.25,2.83,32.20,6.71,44.68,40.22,14.91,nan,1.51,38.63,21.94,7.76,8.89,5,0.4184
12.00,4.45,10.36,nan,15.23,3.21,5.03,7.89,5.30,12.82,9.78,23.03,27.23,nan,5.57,5.70,10.21,34.57,11.27,3.98,33.72,76.74,14.40,18.47,2.98,46.35,12.36,21.95,39.98,7.77,10.46,2.77,42.28,33.44,8.40,7.67,5,0.4136
13.78,3.20,12.85,27.84,10.23,10.08,3.29,17.14,5.38,10.75,16.28,10.23,31.97,10.82,10.75,7.12,6.90,32.14,16.14,5.18,24.74,48.16,nan,4.98,4.41,50.72,7.25,34.21,62.36,nan,14.32,4.59,56.35,12.85,13.50,12.92,4,0.4179
9.29,4.17,14.77,36.47,11.04,5.80,2.98,15.98,2.51,13.27,17.59,16.10,28.36,13.47,8.61,8.19,17.56,50.45,15.79,6.53,28.16,40.97,14.85,18.49,3.67,50.81,13.81,19.84,33.00,16.02,16.00,3.91,53.79,44.28,14.75,11.47,2,0.4277
nan,4.56,15.77,31.35,13.32,16.10,4.06,20.10,4.37,11.62,12.09,25.50,45.32,16.37,15.11,5.68,27.41,35.69,16.41,3.89,64.48,22.53,14.67,10.92,4.35,45.96,14.09,33.96,15.71,11.78,14.97,3.64,54.54,33.40,10.60,10.94,1,0.4519
15.24,2.72,9.03,25.57,11.75,11.92,2.08,11.42,1.95,13.14,16.81,11.25,32.88,4.75,10.84,10.90,nan,41.83,10.11,5.23,18.91,52.35,nan,12.64,nan,42.18,10.00,41.48,61.92,15.67,15.55,2.41,nan,27.73,12.18,14.17,4,0.4005
9.84,5.64,9.86,17.60,13.19,6.59,5.02,10.84,4.75,17.10,27.77,7.95,0.00,17.90,15.43,8.39,10.74,54.34,19.06,4.48,27.72,49.19,11.54,12.10,3.06,58.38,10.58,51.81,60.99,16.22,18.80,2.96,35.83,15.22,10.28,3.89,0,0.3970
13.94,nan,14.10,23.17,6.71,14.97,4.02,16.75,nan,9.22,11.11,7.26,39.71,18.40,5.00,11.71,11.96,48.89,7.65,5.98,43.66,45.27,9.89,5.95,1.29,48.07,nan,nan,59.20,18.95,14.01,1.94,45.73,43.13,9.64,7.03,3,0.4339
8.11,nan,6.23,43.52,14.17,9.26,5.24,9.70,3.50,10.83,13.79,10.76,31.23,10.23,5.70,7.83,16.95,nan,10.55,1.84,33.56,52.97,17.07,15.69,3.98,31.34,9.20,31.75,61.77,13.69,14.81,5.21,38.99,28.36,5.32,9.52,4,0.4003
7.44,4.23,17.49,29.22,14.70,4.70,4.66,10.56,5.05,9.85,19.05,nan,23.46,13.95,14.45,7.61,10.08,18.82,15.06,1.30,33.82,50.54,16.73,13.04,4.04,44.77,nan,31.75,49.85,11.28,18.23,4.12,61.69,22.41,7.50,11.63,0,0.4053
7.75,4.79,10.92,17.89,16.07,6.95,5.66,12.39,4.98,nan,25.81,3.45,12.60,17.48,12.92,14.57,9.44,49.92,13.10,4.08,16.85,47.94,14.30,6.95,2.53,60.00,12.06,41.75,63.68,16.72,nan,4.18,38.74,20.28,11.69,6.98,0,0.3992
11.13,4.33,2.02,33.81,20.22,12.07,nan,nan,5.46,7.15,8.18,24.56,nan,12.30,16.31,12.89,6.20,37.45,5.68,3.99,38.29,61.38,14.55,7.86,2.95,31.98,5.59,31.60,47.54,17.81,1.27,3.26,17.61,22.15,4.10,3.80,5,0.3855
10.58,3.25,14.86,32.10,18.08,7.99,4.51,13.81,4.77,12.20,13.27,17.66,16.64,7.78,10.20,5.31,26.42,23.04,18.98,4.79,52.64,53.83,6.34,11.87,nan,41.10,12.28,29.10,28.69,11.99,5.70,4.46,41.33,35.30,4.86,13.44,5,0.3934
10.97,4.21,9.78,47.82,11.64,8.81,4.61,16.11,3.65,6.78,14.76,13.68,34.23,11.59,6.10,6.93,15.75,43.95,14.48,5.18,45.85,nan,14.31,18.34,5.59,37.75,6.72,22.42,nan,12.95,13.03,2.97,37.62,32.48,2.30,6.14,4,0.4132
13.46,4.62,13.22,7.32,6.28,16.10,3.82,12.36,2.11,10.67,22.17,nan,14.04,16.75,14.58,7.67,18.68,48.44,10.33,4.53,26.45,59.41,6.87,19.97,4.69,22.15,7.72,43.17,52.90,13.29,8.41,2.62,9.94,45.61,8.47,8.25,2,0.3492
15.94,1.90,14.41,18.72,10.42,5.66,4.19,7.93,3.93,10.52,14.77,21.08,11.20,9.09,5.74,7.00,22.38,27.06,15.94,3.61,44.68,60.58,2.88,12.66,1.70,44.95,11.57,30.58,38.69,8.12,6.91,2.81,34.52,48.76,6.74,12.24,5,0.3821
14.71,1.74,16.61,35.22,10.52,12.50,4.62,14.59,3.50,10.78,12.51,12.29,36.96,11.61,12.12,7.41,15.21,33.06,12.59,4.45,38.86,61.33,15.52,18.07,4.15,38.78,9.74,30.47,46.35,12.37,13.59,2.48,36.04,31.65,7.31,5.57,0,0.4126
16.86,3.22,12.52,27.09,14.86,12.30,2.94,18.04,2.15,11.25,12.51,20.72,40.04,14.90,nan,9.64,27.59,33.40,14.02,nan,49.92,31.67,14.39,8.50,2.56,46.75,11.55,34.11,23.73,9.23,13.92,3.40,45.67,31.28,12.56,11.37,1,0.4245
16.43,4.37,13.42,37.01,9.52,4.78,2.81,19.27,4.43,9.31,22.00,18.07,33.08,13.57,4.18,9.87,18.64,54.68,nan,4.59,nan,51.55,nan,20.49,2.28,54.09,7.21,11.61,43.32,6.87,13.23,4.96,32.38,51.70,9.96,10.49,4,0.4221
10.87,3.56,17.59,41.65,17.46,10.96,2.91,15.43,1.73,14.17,10.17,21.03,42.00,13.36,16.98,9.78,24.62,28.15,16.64,4.67,50.61,34.61,18.58,9.53,2.52,48.51,9.79,36.18,27.08,9.58,19.38,2.89,57.41,nan,8.11,10.05,1,0.4398
13.73,5.31,nan,9.37,7.91,12.75,4.49,14.68,3.81,14.50,22.99,2.16,nan,13.99,11.50,7.40,23.86,41.37,nan,4.79,13.16,55.92,12.22,21.15,1.66,21.17,9.65,31.33,45.05,15.85,4.17,4.46,12.31,41.82,11.06,nan,2,0.3334
10.41,4.66,nan,35.68,10.69,14.31,3.06,18.42,2.78,8.34,20.58,8.65,39.18,13.76,nan,6.80,13.11,49.74,8.95,2.68,41.02,42.75,14.62,11.07,1.48,44.24,9.38,35.62,66.40,nan,19.36,2.14,49.49,27.98,7.15,nan,4,0.4324
10.57,3.25,11.04,21.39,11.61,9.70,5.78,7.85,3.63,8.71,13.40,18.51,23.86,8.37,8.94,7.77,8.59,40.01,11.12,3.33,23.64,66.31,12.95,12.23,3.46,39.64,7.72,31.40,53.29,10.22,9.95,3.56,43.97,34.52,15.69,8.07,1,0.3949
10.59,3.23,13.23,30.88,7.74,11.38,nan,17.91,3.01,10.44,17.28,19.91,35.02,7.80,12.27,8.80,15.10,nan,10.73,4.44,34.25,40.34,9.15,14.82,3.48,44.88,12.94,35.44,40.85,11.06,16.59,4.16,38.56,38.54,8.98,12.28,3,0.4133
17.13,2.58,12.61,45.39,9.30,4.13,6.37,8.83,2.31,12.84,12.43,21.48,19.69,5.33,8.00,7.29,26.55,32.81,14.90,5.61,34.74,62.00,8.96,16.93,4.13,39.97,4.16,25.77,44.69,16.12,7.92,1.31,17.60,42.37,3.59,6.08,5,0.3745
13.19,4.08,nan,42.80,10.31,8.62,3.12,14.69,4.51,12.67,13.69,16.91,37.84,13.76,nan,4.43,23.16,25.43,11.79,4.22,41.84,27.34,19.98,4.99,2.19,42.01,13.85,37.73,41.20,15.85,18.82,2.49,59.13,19.03,8.50,11.59,1,0.4157
11.34,5.90,13.03,41.54,10.01,9.38,4.04,16.46,2.83,8.83,15.97,14.95,31.22,10.72,11.94,7.59,22.22,32.46,19.39,5.59,40.97,37.99,16.02,18.44,5.13,34.34,9.68,21.83,40.04,16.92,11.70,3.32,39.47,33.49,4.70,9.74,2,0.3952
13.11,5.08,9.25,19.77,5.79,8.50,2.66,12.43,3.16,10.95,21.04,10.62,19.31,nan,9.20,nan,17.04,57.15,12.69,3.43,20.17,52.67,10.06,22.41,3.49,41.86,nan,29.58,49.28,12.05,13.84,3.26,20.84,48.95,12.10,5.98,0,0.3821
9.63,nan,12.90,15.78,7.46,18.69,3.11,nan,2.64,9.32,14.20,14.71,28.86,7.40,8.04,9.61,13.66,29.45,12.64,5.71,35.91,51.09,16.04,8.11,2.61,34.12,nan,37.23,57.33,7.55,8.53,2.35,42.85,26.80,9.08,nan,1,0.3830
17.46,4.61,9.04,32.84,9.91,15.22,3.84,18.97,1.22,6.02,20.27,5.17,48.99,14.07,4.46,14.45,9.12,45.11,7.67,3.40,35.22,47.27,17.70,12.25,3.83,46.23,9.11,22.02,76.45,nan,10.79,2.62,nan,31.11,3.74,4.61,4,0.4173
9.14,5.51,14.33,41.33,4.80,9.03,4.45,22.36,3.34,15.61,21.91,6.99,20.97,11.49,14.70,6.27,32.39,57.24,8.95,5.43,11.90,47.25,11.11,26.54,3.51,23.34,10.26,20.40,26.16,nan,8.18,3.77,7.25,53.96,9.46,8.96,2,0.3448
13.84,5.66,10.49,39.25,11.74,8.55,3.65,18.33,2.85,13.22,15.05,20.51,29.24,12.00,7.82,4.94,22.36,46.96,15.72,4.78,49.43,42.58,nan,15.93,4.45,53.43,16.26,24.39,26.25,12.28,12.37,3.94,45.70,35.37,10.95,5.10,2,0.4313
12.32,5.54,13.66,28.78,10.43,8.52,5.80,12.45,3.78,11.40,16.48,14.88,22.66,12.31,12.17,7.28,20.81,40.00,15.02,4.62,30.44,54.08,12.46,19.79,4.78,35.08,8.78,29.15,38.92,11.67,12.51,4.11,33.76,40.52,10.27,10.33,1,0.3888
9.83,4.34,10.93,31.13,14.20,7.30,3.27,8.06,2.98,10.17,18.15,10.59,31.00,12.01,13.81,7.86,5.46,18.79,11.69,2.59,25.20,48.81,22.66,8.93,2.70,38.05,15.36,34.44,64.02,nan,15.07,2.49,52.82,10.68,nan,11.89,0,0.3899
10.64,4.15,8.16,28.38,17.83,nan,3.72,nan,nan,8.40,8.92,15.98,22.52,9.41,10.76,6.49,24.96,27.11,13.27,3.62,43.86,56.79,nan,9.77,5.19,27.51,8.68,35.37,42.93,10.41,8.04,0.65,42.17,31.01,11.09,9.08,5,0.3840
nan,4.22,8.68,25.53,3.85,11.46,1.27,18.20,4.29,15.58,12.25,10.75,23.12,15.77,7.97,7.44,13.26,56.84,10.53,3.86,26.11,47.27,nan,5.20,2.04,44.24,7.91,46.91,50.76,9.42,17.07,3.24,49.03,21.26,11.87,8.42,4,0.3958
13.76,4.64,11.01,36.28,11.41,10.21,4.15,16.80,1.18,10.33,13.90,nan,38.66,11.87,10.82,10.73,16.11,38.13,9.61,4.33,33.68,58.36,14.46,18.28,3.48,nan,10.65,31.19,51.84,10.75,14.89,1.50,26.94,31.34,4.10,9.86,4,0.3983
7.49,3.48,16.32,23.80,10.26,5.23,3.68,10.56,2.63,13.43,17.59,9.32,18.19,8.59,nan,nan,nan,17.85,13.89,3.49,19.82,52.54,13.90,8.12,2.98,46.27,15.82,40.75,50.91,13.15,14.90,2.30,42.13,18.54,5.73,10.40,0,0.3663
5.32,3.91,11.57,nan,12.65,nan,2.92,16.43,4.00,7.78,18.03,14.56,40.28,8.15,11.63,10.81,22.10,51.42,8.91,2.29,20.86,36.92,15.48,19.59,2.80,28.94,8.16,18.91,44.20,13.46,15.12,3.20,37.78,45.53,10.55,13.72,0,0.3971
11.41,4.79,11.69,21.16,6.24,11.37,2.61,16.01,0.84,13.00,17.71,11.92,24.66,15.17,8.85,7.22,18.31,49.69,nan,3.92,31.87,45.36,8.55,19.25,2.62,33.01,16.66,nan,36.58,15.88,10.70,4.01,29.92,50.35,8.10,14.29,1,0.3834
14.35,3.25,17.11,34.39,17.79,13.60,5.08,13.70,3.41,16.69,7.56,20.21,37.05,9.70,19.30,6.69,24.58,28.73,16.40,3.09,51.27,50.02,14.27,12.72,1.04,45.04,10.07,49.22,25.29,9.31,nan,3.28,46.92,19.32,10.28,10.63,1,0.4381
15.17,4.81,10.31,19.01,7.66,9.18,nan,13.83,nan,8.02,17.72,6.63,29.47,12.24,13.29,10.19,15.52,28.09,14.00,5.25,30.55,46.09,12.82,19.13,3.43,nan,16.94,33.66,48.46,13.20,14.77,2.54,32.07,35.32,6.61,nan,4,0.3792
7.56,2.68,15.68,37.28,15.77,17.52,4.01,20.70,3.49,17.76,nan,26.66,42.69,13.17,13.12,10.31,25.68,nan,19.21,5.52,67.51,22.73,14.74,8.80,2.07,57.71,14.42,41.01,13.31,7.83,18.30,3.64,nan,24.30,6.88,7.02,1,0.4677
11.68,3.94,nan,20.49,13.99,14.25,4.09,7.37,3.31,7.44,14.11,9.20,28.14,7.51,8.67,11.80,12.98,33.50,16.63,1.83,21.05,62.67,nan,20.68,5.14,15.53,3.44,28.37,65.10,14.57,5.45,0.36,19.99,29.22,6.89,14.45,2,0.3574
13.42,4.69,10.08,42.05,10.89,7.38,4.03,19.29,3.00,11.83,24.02,16.44,27.73,13.05,11.71,6.30,21.59,40.93,18.07,4.11,32.04,36.00,nan,21.42,4.34,40.37,nan,13.41,35.62,17.07,8.55,1.32,30.20,31.70,6.04,8.43,2,0.3877
14.48,4.80,14.55,30.80,6.42,9.82,5.59,16.86,nan,8.80,13.00,6.58,33.77,18.58,7.15,nan,6.02,32.33,14.19,2.63,43.44,nan,16.88,10.59,4.05,48.86,11.73,30.45,60.16,15.19,nan,0.83,50.70,24.19,4.94,4.60,3,0.4194
13.69,nan,5.50,35.09,13.43,6.35,2.23,9.14,6.04,13.66,5.92,22.45,38.07,7.54,8.08,11.73,9.65,38.72,12.04,3.20,30.29,71.44,16.36,24.81,1.60,40.97,14.88,23.87,31.64,8.68,11.75,4.20,29.04,36.23,7.71,9.30,5,0.4123
6.02,5.25,15.35,40.32,13.78,10.09,3.00,23.71,2.89,14.80,14.37,19.23,33.98,18.98,16.00,8.13,25.78,34.78,17.64,5.09,63.10,14.18,14.96,5.36,5.80,53.99,19.33,34.51,13.91,12.53,16.28,4.30,nan,22.12,3.55,8.75,1,0.4323
11.12,3.62,9.05,22.24,5.57,10.47,4.07,12.13,4.23,10.21,15.64,9.14,27.97,12.43,8.57,11.45,15.60,43.67,12.86,nan,19.56,58.32,17.91,23.22,3.09,30.41,10.90,26.46,47.64,5.32,13.91,2.64,30.29,38.42,10.56,7.96,0,0.3754
8.45,2.11,17.20,30.06,8.10,15.19,3.99,18.66,1.76,10.34,11.35,13.77,40.21,9.94,10.88,9.82,17.51,49.39,9.18,6.42,38.79,45.60,7.61,15.14,4.08,38.11,12.11,nan,38.76,12.50,nan,3.94,42.21,47.46,9.64,nan,4,0.4216
7.42,4.93,13.47,36.85,12.51,19.74,3.55,15.27,4.34,4.97,11.40,11.72,40.86,13.68,10.60,3.20,12.93,47.11,12.05,4.86,59.76,46.93,11.43,13.49,5.15,24.66,5.86,45.87,62.81,14.28,18.00,2.51,51.23,28.00,4.12,9.28,3,0.4356
13.26,2.93,10.77,36.56,3.91,10.83,3.13,20.06,5.60,6.03,10.71,2.57,39.16,10.71,7.41,9.48,9.51,42.38,10.32,2.68,34.19,49.57,13.14,7.69,2.41,45.86,10.61,34.70,67.77,19.78,16.58,3.62,46.09,nan,9.68,5.51,3,0.4176
12.67,2.83,5.16,37.55,14.72,10.60,2.65,11.98,2.27,13.45,15.98,19.46,26.13,8.58,10.82,6.14,15.87,48.61,14.82,4.86,37.38,54.57,14.91,16.16,5.56,40.65,6.67,nan,51.79,12.83,13.48,3.83,29.07,19.65,6.93,7.34,4,0.4041
15.43,3.75,9.58,25.91,12.90,8.72,4.80,18.51,nan,11.84,17.44,16.54,25.08,16.39,11.17,7.45,14.60,59.31,15.33,4.17,45.41,48.32,6.58,16.37,3.40,56.17,11.58,37.04,37.95,15.70,15.75,1.90,37.37,38.22,12.42,8.69,1,0.4376
